customer_id,cif_number,customer_name,dob,age,gender,marital_status,occupation_type,annual_income,city,state,pincode,pan_number,mobile_number,email_id,kyc_status,years_at_current_residence,own_rent_flag,load_date
2000122,CIF0002000122,Pahal Dalal,1976-09-24,48,Male,Married,Contract Employee,4223602.08,Nashik,Maharashtra,967878,VQSWG2879R,9353741044,samuel98@example.com,Verified - CKYC,21,Owned,2024-12-31
2000123,CIF0002000123,Omaja Kuruvilla,1965-12-12,59,Male,Married,Business Owner,9999876.54,Agra,Uttar Pradesh,340374,QIARF7313F,9713010554,ranveer77@example.org,Verified - Branch,15,Rented,2024-12-31
2000124,CIF0002000124,Darpan Ratti,1983-02-26,41,Female,Married,Agriculturalist,14663027.23,Jaipur,Rajasthan,380670,SUBIO3855U,9177331835,ramble@example.org,Verified - CKYC,24,Parental,2024-12-31
2000125,CIF0002000125,Tanmayi Ganesh,1993-06-03,31,Male,Married,Pensioner,12096220.75,Nizamabad,Telangana,163122,HOROJ4465S,9612347052,sankaramruta@example.org,Verified - Branch,25,Owned,2024-12-31
2000126,CIF0002000126,Timothy Malhotra,1993-12-27,31,Female,Married,Salaried - Government,14119115.39,Surat,Gujarat,699338,ZRBWM3227X,9361618173,bedilajita@example.net,Verified - Branch,13,Parental,2024-12-31
2000127,CIF0002000127,Aryan Kothari,1996-07-07,28,Male,Married,Contract Employee,3562104.15,Jalandhar,Punjab,936648,NQKON4532C,9746330426,doraakshay@example.net,Re-KYC Due,5,Owned,2024-12-31
2000128,CIF0002000128,Vamakshi Prasad,1996-04-20,28,Male,Unmarried,Self Employed - Non Professional,14117684.73,Jaipur,Rajasthan,818209,YSZNM9924N,9713821488,wishisha@example.com,Pending,22,Rented,2024-12-31
2000129,CIF0002000129,Manan Chacko,1963-03-24,61,Male,Married,Self Employed - Professional,1921244.58,New Delhi,Delhi,172617,QJIAN6486F,9477927960,sacharlohit@example.org,Verified - Branch,24,Owned,2024-12-31
2000130,CIF0002000130,Yoshita Upadhyay,1980-05-15,44,Male,Married,Agriculturalist,4675814.87,Udaipur,Rajasthan,671217,OLXMS1019E,9814447710,robertdash@example.net,Verified - Branch,15,Owned,2024-12-31
2000131,CIF0002000131,Chaman Nath,1995-05-21,29,Female,Married,Pensioner,611430.58,Jalandhar,Punjab,526462,YXCVK6694N,9362276388,pyogi@example.org,Verified - CKYC,22,Owned,2024-12-31
2000132,CIF0002000132,Anay Khalsa,1989-08-22,35,Female,Married,Agriculturalist,3434373.59,New Delhi,Delhi,315889,ZOQZL2800U,9153198929,cchawla@example.net,Verified - V-KYC,18,Rented,2024-12-31
2000133,CIF0002000133,Radhika Anand,1988-01-06,37,Female,Unmarried,Business Owner,13752537.28,Pune,Maharashtra,750919,JEEKF5910H,9700856380,enarain@example.com,Verified - Branch,24,Owned,2024-12-31
2000134,CIF0002000134,Triveni Contractor,1980-04-09,44,Male,Unmarried,Salaried - Government,11900601.95,Udaipur,Rajasthan,420185,KLHIG5786X,9757115733,ryanraghavan@example.com,Verified - CKYC,18,Parental,2024-12-31
2000135,CIF0002000135,Laksh Mangat,1976-10-01,48,Male,Married,Gig Worker,2669499.8,Ludhiana,Punjab,335435,VYGPH5417N,9151264978,tbath@example.org,Verified - V-KYC,16,Owned,2024-12-31
2000136,CIF0002000136,Charita Bhatt,1974-08-09,50,Male,Married,Salaried - Private Sector,14965870.64,Jalandhar,Punjab,897178,ZRNUN5417D,9713114047,arin01@example.com,Verified - CKYC,1,Rented,2024-12-31
2000137,CIF0002000137,Rehaan Bahl,1958-11-21,66,Male,Unmarried,Self Employed - Professional,12904055.41,Mangaluru,Karnataka,231765,MHWJH7763L,9140042366,veda64@example.net,Verified - CKYC,1,Owned,2024-12-31
2000138,CIF0002000138,Libni Soni,1982-04-23,42,Female,Unmarried,Salaried - Government,2149043.05,Jalandhar,Punjab,220375,JBSFB1448E,9319086451,ldyal@example.net,Verified - Branch,14,Owned,2024-12-31
2000139,CIF0002000139,Ekta Mallick,1990-02-18,34,Male,Married,Self Employed - Non Professional,14172401.68,Udaipur,Rajasthan,373774,EPQVZ8049Z,9857864453,waidaprabhu@example.net,Verified - CKYC,9,Owned,2024-12-31
2000140,CIF0002000140,Rachana Kadakia,1989-10-19,35,Female,Married,Agriculturalist,2464661.39,Karimnagar,Telangana,803330,FBYOB4353J,9895494178,sahaarunima@example.net,Verified - CKYC,27,Owned,2024-12-31
2000141,CIF0002000141,Nisha Chada,1981-04-06,43,Female,Married,Agriculturalist,11747692.55,Rajkot,Gujarat,666516,EKRAG8385W,9992488956,shankerojasvi@example.org,Verified - CKYC,17,Rented,2024-12-31
2000142,CIF0002000142,Ansh Minhas,1980-03-04,44,Female,Married,Business Owner,2922255.86,Warangal,Telangana,139363,JPBXQ8983O,9424375336,iluthra@example.net,Verified - CKYC,10,Owned,2024-12-31
2000143,CIF0002000143,Ridhi Kota,1959-03-18,65,Female,Unmarried,Self Employed - Professional,3080678.46,Rohini,Delhi,239960,EVPHK3968O,9658682859,lilaamble@example.com,Re-KYC Due,19,Rented,2024-12-31
2000144,CIF0002000144,Gaurav Sehgal,1956-06-16,68,Male,Married,Contract Employee,6681681.33,Pune,Maharashtra,869721,DKZFW4763A,9843306376,ati18@example.org,Verified - CKYC,28,Owned,2024-12-31
2000145,CIF0002000145,Vanya Chauhan,1955-12-17,69,Female,Married,Business Owner,9669313.55,Durgapur,West Bengal,320839,LLUPJ6164H,9160183273,ramanleela@example.org,Verified - CKYC,28,Owned,2024-12-31
2000146,CIF0002000146,Vedant Kota,1998-09-30,26,Male,Married,Salaried - Private Sector,1472100.65,Rohini,Delhi,852562,EAHXU1764E,9275067445,gauri86@example.net,Re-KYC Due,21,Rented,2024-12-31
2000147,CIF0002000147,Aradhana Bassi,1988-06-28,36,Female,Divorced,Contract Employee,9675833.53,Ahmedabad,Gujarat,824549,BVSXG9953O,9631708622,lavanyasabharwal@example.net,Verified - CKYC,8,Owned,2024-12-31
2000148,CIF0002000148,Krisha Halder,1978-08-29,46,Female,Married,Pensioner,7646144.03,Ludhiana,Punjab,167202,BJONX3524Z,9293143303,ckota@example.org,Verified - CKYC,19,Owned,2024-12-31
2000149,CIF0002000149,Bimala Aurora,1989-07-25,35,Male,Married,Contract Employee,8652242.95,Chandigarh,Punjab,180015,KNSXS3415H,9953011821,warriorsathvik@example.org,Verified - CKYC,4,Owned,2024-12-31
2000150,CIF0002000150,Chatresh Chawla,1996-01-30,28,Female,Widowed,Salaried - Government,6881689.32,Mumbai,Maharashtra,151887,ZBSZO1819V,9985170391,munshiprisha@example.com,Verified - CKYC,22,Owned,2024-12-31
2000151,CIF0002000151,Siddharth Kaur,1986-08-17,38,Female,Unmarried,Contract Employee,1638112.1,Dwarka,Delhi,284028,CZQSE6215X,9252584053,aarush91@example.org,Pending,30,Owned,2024-12-31
2000152,CIF0002000152,Jonathan Sabharwal,1974-10-07,50,Male,Unmarried,Business Owner,8915606.79,Surat,Gujarat,777431,OEAWD2851M,9510706397,chanayamini@example.com,Verified - Branch,6,Parental,2024-12-31
2000153,CIF0002000153,Pratyush Buch,1973-02-25,51,Male,Married,Pensioner,294744.32,Pune,Maharashtra,587194,ZHLXA9228Q,9122344090,ydua@example.net,Verified - Branch,0,Company Provided,2024-12-31
2000154,CIF0002000154,William Ramesh,1986-05-05,38,Female,Married,Agriculturalist,9563753.26,Jalandhar,Punjab,319365,BTIUL5216T,9271753941,champakkarpe@example.net,Pending,19,Rented,2024-12-31
2000155,CIF0002000155,Tripti Sibal,1979-01-17,45,Male,Married,Agriculturalist,5317430.47,Jodhpur,Rajasthan,187781,EXMUE6876S,9252213519,gabrieldasgupta@example.net,Verified - Branch,4,Owned,2024-12-31
2000156,CIF0002000156,Tanmayi Oak,1968-07-15,56,Male,Married,Pensioner,11390868.48,Warangal,Telangana,835189,PDIWY7725G,9724451362,alexanderbandi@example.com,Verified - CKYC,13,Owned,2024-12-31
2000157,CIF0002000157,Eshana Balakrishnan,1970-06-18,54,Male,Married,Gig Worker,522769.53,Salem,Tamil Nadu,801311,VSRYB7176C,9691873162,wakeetavenkatesh@example.com,Verified - CKYC,6,Owned,2024-12-31
2000158,CIF0002000158,Garima Chahal,1958-08-18,66,Male,Unmarried,Salaried - Government,14252381.4,Mysuru,Karnataka,281294,BOWFW2052U,9939785263,charannarayanan@example.com,Verified - CKYC,23,Owned,2024-12-31
2000159,CIF0002000159,Jonathan Jain,1968-10-13,56,Female,Married,Pensioner,4020700.89,Hubli,Karnataka,663330,WONZH1138D,9162800627,jeremiahmandal@example.com,Verified - CKYC,9,Rented,2024-12-31
2000160,CIF0002000160,Omisha Hora,1989-10-31,35,Female,Married,Agriculturalist,9610551.53,Mumbai,Maharashtra,395456,EYXMQ8871H,9528740584,prabhudominic@example.net,Verified - Branch,24,Rented,2024-12-31
2000161,CIF0002000161,Oeshi Dhingra,1966-08-07,58,Male,Married,Business Owner,10389833.89,Jalandhar,Punjab,147680,FRCDY3372F,9405288540,dassai@example.net,Verified - CKYC,8,Rented,2024-12-31
2000162,CIF0002000162,Priya Sethi,1998-07-26,26,Female,Married,Agriculturalist,8871337.4,Hubli,Karnataka,722918,YXOWW2475P,9758167504,vohragagan@example.com,Verified - CKYC,22,Rented,2024-12-31
2000163,CIF0002000163,Warinder Sawhney,1964-12-12,60,Male,Married,Self Employed - Non Professional,11250176.65,Coimbatore,Tamil Nadu,665435,TAFLK3754W,9461486522,dasteerth@example.net,Verified - CKYC,12,Owned,2024-12-31
2000164,CIF0002000164,Gavin Halder,1983-11-13,41,Female,Divorced,Gig Worker,10373993.45,Bengaluru,Karnataka,538231,QIEGN4849R,9970070946,samuel77@example.net,Verified - V-KYC,21,Rented,2024-12-31
2000165,CIF0002000165,Odika Kashyap,1960-05-08,64,Male,Married,Self Employed - Non Professional,13244370.29,Amritsar,Punjab,625967,LNLVT4998H,9754353069,mvohra@example.net,Verified - Branch,21,Rented,2024-12-31
2000166,CIF0002000166,Girik Shroff,1998-05-23,26,Female,Unmarried,Self Employed - Professional,6037023.01,Dwarka,Delhi,209843,KTNQW9885Z,9366107754,jainedhitha@example.net,Verified - CKYC,9,Parental,2024-12-31
2000167,CIF0002000167,Gopal Ramaswamy,1961-09-03,63,Female,Unmarried,Self Employed - Non Professional,5317994.92,Bengaluru,Karnataka,295910,ERUFF3496D,9595087968,wkumer@example.com,Verified - Branch,23,Company Provided,2024-12-31
2000168,CIF0002000168,Manthan Chatterjee,1984-03-10,40,Male,Unmarried,Agriculturalist,11362102.65,Varanasi,Uttar Pradesh,858489,STYAY8901P,9497535805,zbaral@example.com,Verified - Branch,5,Owned,2024-12-31
2000169,CIF0002000169,Darika Krishnamurthy,1978-11-25,46,Female,Unmarried,Pensioner,14552662.35,Lucknow,Uttar Pradesh,539352,GBDPY2913O,9722292864,tripti95@example.net,Verified - Branch,20,Owned,2024-12-31
2000170,CIF0002000170,Hardik Natarajan,1999-08-19,25,Male,Divorced,Agriculturalist,8063934.71,Vadodara,Gujarat,900817,ERZVD7402M,9283411133,oshashanker@example.org,Verified - V-KYC,11,Rented,2024-12-31
2000171,CIF0002000171,Triveni Rout,1984-01-15,40,Male,Married,Agriculturalist,9468725.74,Mysuru,Karnataka,109471,LINOY6626K,9920334754,sameshdeol@example.org,Verified - CKYC,9,Company Provided,2024-12-31
2000172,CIF0002000172,Patrick Sampath,1994-12-05,30,Female,Married,Agriculturalist,7328336.48,Amritsar,Punjab,689756,GMTKP5989C,9104130943,panini58@example.com,Verified - V-KYC,19,Rented,2024-12-31
2000173,CIF0002000173,Amrita Jain,1986-07-29,38,Female,Married,Business Owner,1794663.08,Durgapur,West Bengal,584487,RWHHY4170Z,9360416611,hema22@example.net,Verified - CKYC,14,Rented,2024-12-31
2000174,CIF0002000174,Warinder Varma,1990-10-07,34,Male,Married,Self Employed - Professional,9983674.37,Warangal,Telangana,639775,TNNZH9744A,9965654456,omisha74@example.org,Verified - CKYC,0,Owned,2024-12-31
2000175,CIF0002000175,Sathvik Wali,1957-10-25,67,Female,Married,Gig Worker,12523429.66,Chennai,Tamil Nadu,475987,EDLKH2002A,9658435365,pushti82@example.net,Verified - CKYC,7,Owned,2024-12-31
2000176,CIF0002000176,Bhavani Loke,1958-09-10,66,Female,Unmarried,Salaried - Government,8353583.32,Kanpur,Uttar Pradesh,536201,IHVOQ8761I,9354006948,nbutala@example.com,Verified - CKYC,29,Parental,2024-12-31
2000177,CIF0002000177,Sanya Golla,1959-03-29,65,Female,Unmarried,Pensioner,9718333.77,Hyderabad,Telangana,118127,ABIKR2668S,9483794405,mitalikashyap@example.net,Verified - CKYC,3,Rented,2024-12-31
2000178,CIF0002000178,Ansh Mane,1994-04-27,30,Female,Unmarried,Salaried - Private Sector,9845980.09,Ludhiana,Punjab,656604,ZRXHL1848Q,9606917907,vermazaitra@example.org,Verified - CKYC,28,Rented,2024-12-31
2000179,CIF0002000179,Vritti Misra,1965-02-19,59,Male,Divorced,Self Employed - Professional,9069620.36,Mumbai,Maharashtra,145367,QFJRB5446J,9522404300,badamidayamai@example.com,Verified - CKYC,21,Owned,2024-12-31
2000180,CIF0002000180,Krish Pillai,1988-07-28,36,Female,Married,Contract Employee,2157474.03,Kota,Rajasthan,546137,EYJUD6301L,9924760857,gabrielsingh@example.com,Verified - CKYC,30,Company Provided,2024-12-31
2000181,CIF0002000181,Gabriel Wagle,1984-10-06,40,Male,Unmarried,Business Owner,8172815.74,Bengaluru,Karnataka,817995,GYQHU5237P,9943389163,lsengupta@example.net,Verified - CKYC,19,Owned,2024-12-31
2000182,CIF0002000182,Yauvani Merchant,1970-04-26,54,Male,Unmarried,Self Employed - Non Professional,1632215.43,Udaipur,Rajasthan,835593,CVGFA2340E,9990024026,sdhar@example.net,Verified - Branch,19,Owned,2024-12-31
2000183,CIF0002000183,Gaurangi Wadhwa,1966-06-17,58,Female,Married,Contract Employee,7480443.77,Noida,Delhi,546272,RYYBS8738H,9929359146,balihemani@example.net,Verified - CKYC,20,Rented,2024-12-31
2000184,CIF0002000184,Jack Bhatnagar,1983-10-19,41,Female,Married,Pensioner,1628878.87,Rohini,Delhi,221274,SIIER3790V,9639401811,rachita19@example.net,Verified - CKYC,11,Rented,2024-12-31
2000185,CIF0002000185,Urvi Sharaf,1959-11-29,65,Male,Married,Contract Employee,3547177.64,Kolkata,West Bengal,483906,IBWBI2519I,9785722215,ronith16@example.net,Verified - CKYC,24,Owned,2024-12-31
2000186,CIF0002000186,Girik Tiwari,1965-01-22,59,Male,Unmarried,Self Employed - Non Professional,665307.72,Durgapur,West Bengal,342606,VVDPS8527G,9624340765,xmadan@example.net,Verified - V-KYC,0,Owned,2024-12-31
2000187,CIF0002000187,Eta Oommen,1992-10-17,32,Female,Married,Gig Worker,8080024.66,Mysuru,Karnataka,283587,CURGQ3985N,9971969694,gunbir61@example.net,Pending,2,Owned,2024-12-31
2000188,CIF0002000188,Vrinda Dave,1997-08-19,27,Male,Unmarried,Agriculturalist,4981515.19,Salem,Tamil Nadu,792997,FHOER6135F,9328392282,rdube@example.com,Pending,23,Owned,2024-12-31
2000189,CIF0002000189,Eta Vasa,1964-02-09,60,Male,Unmarried,Contract Employee,11165524.54,Lucknow,Uttar Pradesh,270483,NWJRE5574M,9736181145,paniniratti@example.org,Verified - Branch,18,Parental,2024-12-31
2000190,CIF0002000190,Vedant Deol,1973-10-31,51,Female,Married,Salaried - Private Sector,10379666.72,Surat,Gujarat,217614,VDPGJ8045I,9151780354,ysalvi@example.org,Verified - V-KYC,17,Owned,2024-12-31
2000191,CIF0002000191,Jasmit Saini,1975-12-28,49,Male,Unmarried,Self Employed - Professional,9800200.34,New Delhi,Delhi,508800,VRICC7710V,9397357066,slanka@example.org,Verified - Branch,16,Rented,2024-12-31
2000192,CIF0002000192,Naksh Devi,1988-04-04,36,Female,Married,Gig Worker,2001105.96,Rajkot,Gujarat,643490,LOWVX6383U,9896606119,gandhichristopher@example.net,Verified - CKYC,18,Owned,2024-12-31
2000193,CIF0002000193,Xavier Walia,1994-07-29,30,Male,Married,Contract Employee,13492859.65,Chennai,Tamil Nadu,584570,TMORR2212E,9115449752,pillaiupma@example.org,Pending,24,Rented,2024-12-31
2000194,CIF0002000194,Simon Devan,1984-06-28,40,Other,Widowed,Salaried - Government,1355042.63,Vadodara,Gujarat,861391,VUUFM3619Q,9333686812,yagneshthakur@example.com,Verified - V-KYC,6,Rented,2024-12-31
2000195,CIF0002000195,Elijah Lall,1965-03-27,59,Female,Married,Salaried - Private Sector,13326118.54,Karimnagar,Telangana,123764,UPPZV2307I,9892301737,nbala@example.com,Verified - Branch,21,Parental,2024-12-31
2000196,CIF0002000196,Eesha Ramachandran,1964-06-14,60,Male,Unmarried,Pensioner,1450722.41,Ludhiana,Punjab,969331,LPJDW7929S,9805440814,osachar@example.com,Verified - CKYC,16,Rented,2024-12-31
2000197,CIF0002000197,Hemal Gupta,1956-01-25,68,Female,Unmarried,Salaried - Government,275276.27,Nashik,Maharashtra,999310,TRFRA2991D,9671915981,finnhayer@example.org,Verified - CKYC,18,Parental,2024-12-31
2000198,CIF0002000198,Manthan Vala,1983-04-10,41,Female,Unmarried,Salaried - Government,755621.49,Surat,Gujarat,443660,JGLOR6375R,9165494534,idikakalla@example.org,Verified - Branch,9,Owned,2024-12-31
2000199,CIF0002000199,Leena Kar,1990-12-05,34,Male,Unmarried,Salaried - Government,3349450.43,Howrah,West Bengal,465616,BISUM7211Y,9647240037,zehaan47@example.org,Verified - Branch,12,Rented,2024-12-31
2000200,CIF0002000200,Qarin Varughese,1976-09-16,48,Male,Divorced,Contract Employee,10025007.88,Rohini,Delhi,190123,UBAII8048C,9798642489,singhalraksha@example.org,Verified - CKYC,12,Company Provided,2024-12-31
2000201,CIF0002000201,Kamya Thaman,1971-09-06,53,Male,Married,Self Employed - Non Professional,7136467.42,Noida,Delhi,290537,JUDJG1697V,9590631012,labankamdar@example.com,Verified - CKYC,5,Rented,2024-12-31
2000202,CIF0002000202,Mugdha Master,1991-10-09,33,Male,Unmarried,Agriculturalist,1258965.77,Kota,Rajasthan,209935,AXHNJ5176I,9769426316,balajanani@example.com,Re-KYC Due,14,Parental,2024-12-31
2000203,CIF0002000203,Elijah Mody,1985-01-12,39,Male,Unmarried,Gig Worker,138189.58,Warangal,Telangana,614237,NVXKG7116D,9329773464,samesh07@example.org,Verified - CKYC,4,Rented,2024-12-31
2000204,CIF0002000204,Dayita Kuruvilla,1967-01-19,57,Male,Married,Pensioner,11938394.3,Noida,Delhi,122657,YNCQR8426D,9717771418,kai28@example.net,Verified - CKYC,25,Owned,2024-12-31
2000205,CIF0002000205,Warhi Sharma,1978-05-03,46,Male,Married,Business Owner,14084649.06,Siliguri,West Bengal,633879,SWRPZ1058S,9587848958,rsavant@example.com,Verified - Branch,27,Owned,2024-12-31
2000206,CIF0002000206,Kritika Chawla,1976-04-10,48,Male,Unmarried,Salaried - Private Sector,9670036.01,Hyderabad,Telangana,545454,VTNXD9043D,9965483263,pahaldasgupta@example.org,Verified - V-KYC,17,Parental,2024-12-31
2000207,CIF0002000207,Balvan Gopal,1979-04-24,45,Male,Married,Contract Employee,3178530.85,Mangaluru,Karnataka,592718,UTAHF9255Y,9575868914,gulatidarpan@example.org,Verified - V-KYC,11,Parental,2024-12-31
2000208,CIF0002000208,Ojas Choudhary,1974-03-29,50,Male,Unmarried,Pensioner,2991860.62,Dwarka,Delhi,966023,KTLVC1138T,9783882905,ishanvi45@example.com,Verified - Branch,0,Owned,2024-12-31
2000209,CIF0002000209,Vasatika Devi,1966-12-15,58,Female,Married,Pensioner,6819128.47,Salem,Tamil Nadu,240457,JUZYB3791H,9107862802,devikachoudhary@example.com,Verified - CKYC,8,Owned,2024-12-31
2000210,CIF0002000210,Benjamin Mody,1979-05-31,45,Female,Unmarried,Business Owner,1590005.36,Nashik,Maharashtra,765103,CFHZG2233B,9255094339,wswaminathan@example.org,Verified - CKYC,8,Rented,2024-12-31
2000211,CIF0002000211,Matthew Jhaveri,1997-08-01,27,Male,Widowed,Business Owner,11926549.73,Kolkata,West Bengal,294534,DKGYK4003F,9410969170,ojasvikapadia@example.com,Verified - CKYC,26,Company Provided,2024-12-31
2000212,CIF0002000212,Elijah Oak,1992-08-10,32,Male,Married,Salaried - Private Sector,7186380.18,Dwarka,Delhi,256562,CNQAH9615N,9686429833,robertghose@example.net,Verified - CKYC,22,Rented,2024-12-31
2000213,CIF0002000213,Thomas Bajaj,1958-02-25,66,Female,Married,Gig Worker,8800878.75,Pune,Maharashtra,110461,AIUKU3220C,9463959990,anita08@example.net,Verified - CKYC,19,Owned,2024-12-31
2000214,CIF0002000214,Tanveer Guha,1999-05-27,25,Female,Married,Salaried - Private Sector,9856705.62,Mumbai,Maharashtra,280003,GIUZA8559G,9272064671,qgandhi@example.net,Verified - CKYC,6,Rented,2024-12-31
2000215,CIF0002000215,Eta Sachar,1997-05-26,27,Female,Unmarried,Business Owner,11183004.9,Jaipur,Rajasthan,930836,WRMEA5159K,9220124502,saksham51@example.com,Re-KYC Due,3,Rented,2024-12-31
2000216,CIF0002000216,Ucchal Babu,1997-07-09,27,Female,Married,Self Employed - Professional,2852966.83,Lucknow,Uttar Pradesh,251230,VLHKZ3370H,9199689379,nkapur@example.net,Verified - V-KYC,0,Owned,2024-12-31
2000217,CIF0002000217,Vamakshi Lala,1979-03-19,45,Female,Married,Contract Employee,13263532.72,Coimbatore,Tamil Nadu,494083,TDTYS5449J,9762524552,aggarwalchatura@example.net,Verified - CKYC,21,Owned,2024-12-31
2000218,CIF0002000218,Tristan Shere,1963-06-20,61,Female,Widowed,Self Employed - Professional,4142784.07,Nizamabad,Telangana,461702,FDKQP5916X,9988157617,mjaggi@example.com,Verified - V-KYC,18,Rented,2024-12-31
2000219,CIF0002000219,Urvashi Deo,1958-04-29,66,Female,Married,Agriculturalist,14901311.71,Mangaluru,Karnataka,837273,DCRIY2489F,9406591696,sarthak39@example.org,Verified - Branch,25,Rented,2024-12-31
2000220,CIF0002000220,Yashawini Murthy,1997-12-20,27,Male,Married,Salaried - Private Sector,7562974.33,Udaipur,Rajasthan,382312,OUXNK4504O,9434966161,wadhwariya@example.org,Verified - CKYC,0,Rented,2024-12-31
2000221,CIF0002000221,Kiaan Merchant,1962-12-12,62,Male,Married,Agriculturalist,8620655.39,Noida,Delhi,861370,ZCAHW3140C,9920436780,battameera@example.com,Verified - V-KYC,26,Rented,2024-12-31
2000222,CIF0002000222,Lakshit Chakrabarti,1966-06-21,58,Male,Divorced,Gig Worker,2466878.6,Noida,Delhi,334882,VUZHG8160I,9716418273,raghavghose@example.com,Re-KYC Due,13,Owned,2024-12-31
2000223,CIF0002000223,Sathvik Kapoor,1968-04-12,56,Female,Married,Salaried - Private Sector,5466080.7,Jodhpur,Rajasthan,444827,SABET9055V,9101599970,asrinivasan@example.com,Verified - Branch,24,Owned,2024-12-31
2000224,CIF0002000224,Amaira Deol,1956-08-18,68,Female,Married,Salaried - Private Sector,7800430.65,Mumbai,Maharashtra,699509,OJUTZ8429H,9924760361,zayyanoak@example.com,Verified - Branch,2,Owned,2024-12-31
2000225,CIF0002000225,Ekanta Nagi,1955-03-28,69,Male,Married,Contract Employee,11163408.63,Mangaluru,Karnataka,710242,AYWJT3494H,9822901108,lprasad@example.net,Verified - V-KYC,24,Rented,2024-12-31
2000226,CIF0002000226,Arunima Mody,1989-10-29,35,Male,Widowed,Agriculturalist,3764764.49,Kolkata,West Bengal,153123,AUIOV2346R,9124757978,samesh15@example.com,Pending,26,Company Provided,2024-12-31
2000227,CIF0002000227,Gaurang Dhar,1974-08-29,50,Male,Married,Salaried - Government,9972833.69,Chandigarh,Punjab,682270,GDCVY2351D,9793381428,sai66@example.com,Verified - CKYC,8,Owned,2024-12-31
2000228,CIF0002000228,Naveen Iyer,1968-06-18,56,Male,Married,Agriculturalist,6237403.26,Madurai,Tamil Nadu,568165,ZEGWA6947G,9445370822,bumbtara@example.org,Verified - CKYC,18,Rented,2024-12-31
2000229,CIF0002000229,Advik Randhawa,1979-07-10,45,Female,Unmarried,Self Employed - Professional,10630338.73,Vadodara,Gujarat,665260,WLDBB3260I,9198357064,charita87@example.net,Verified - V-KYC,4,Parental,2024-12-31
2000230,CIF0002000230,Upadhriti Prasad,1980-12-04,44,Male,Unmarried,Self Employed - Professional,7077426.54,Noida,Delhi,928027,ZDXDN9205C,9484948257,hgopal@example.net,Verified - V-KYC,6,Owned,2024-12-31
2000231,CIF0002000231,Jagvi Deo,1985-11-25,39,Female,Married,Salaried - Government,10336885.31,Coimbatore,Tamil Nadu,172816,ZAHEC3285R,9774676863,praneel27@example.net,Verified - CKYC,20,Parental,2024-12-31
2000232,CIF0002000232,Max Wali,1980-09-25,44,Male,Married,Salaried - Private Sector,920277.74,Hyderabad,Telangana,233994,RXCAM3832H,9702967881,mmukherjee@example.org,Verified - CKYC,4,Rented,2024-12-31
2000233,CIF0002000233,Chanchal Dua,1970-10-08,54,Male,Married,Business Owner,14203977.98,Mumbai,Maharashtra,850078,FXOZQ2124L,9501859971,chandani01@example.net,Verified - CKYC,23,Owned,2024-12-31
2000234,CIF0002000234,Lakshit Yadav,1978-03-13,46,Male,Married,Business Owner,5816351.98,Warangal,Telangana,126375,ISZHE3364O,9214966531,jshankar@example.org,Verified - V-KYC,10,Owned,2024-12-31
2000235,CIF0002000235,Ekbal Chahal,1973-05-22,51,Male,Married,Self Employed - Professional,2548146.68,Karimnagar,Telangana,433290,ZIVGJ7911C,9912674707,aarinitalwar@example.net,Verified - CKYC,21,Owned,2024-12-31
2000236,CIF0002000236,Avi Ahuja,1990-05-15,34,Female,Divorced,Self Employed - Professional,4227801.73,Howrah,West Bengal,180308,LAKKV6752W,9767224411,ashetty@example.org,Verified - Branch,28,Parental,2024-12-31
2000237,CIF0002000237,Onkar Bajwa,1979-03-09,45,Male,Married,Agriculturalist,14627512.32,Varanasi,Uttar Pradesh,214140,UHMCE1984U,9965732675,divanraagini@example.com,Verified - V-KYC,16,Rented,2024-12-31
2000238,CIF0002000238,Ria Vyas,1966-04-07,58,Female,Married,Salaried - Government,2364140.44,Surat,Gujarat,452613,GWVHH7869X,9948932397,samaksh03@example.com,Verified - V-KYC,26,Owned,2024-12-31
2000239,CIF0002000239,George Lad,1987-01-08,38,Female,Unmarried,Salaried - Government,10098239.56,Warangal,Telangana,742209,GUAKR5637U,9629416590,thakerurishilla@example.org,Verified - Branch,17,Rented,2024-12-31
2000240,CIF0002000240,Sanya Dass,1996-08-04,28,Female,Married,Self Employed - Professional,10893352.93,Kanpur,Uttar Pradesh,653894,GWLHI5710Q,9654928234,chaudryurishilla@example.com,Verified - CKYC,25,Owned,2024-12-31
2000241,CIF0002000241,Anay Kuruvilla,1991-05-08,33,Male,Unmarried,Pensioner,4747711.02,Nashik,Maharashtra,788402,GUJCC1716F,9905039950,wkhatri@example.net,Verified - CKYC,25,Rented,2024-12-31
2000242,CIF0002000242,Ria Nigam,1965-08-17,59,Male,Unmarried,Gig Worker,5849552.3,New Delhi,Delhi,161293,SBPYL4927P,9317578493,leena03@example.org,Verified - CKYC,22,Owned,2024-12-31
2000243,CIF0002000243,Bina Kashyap,1959-06-10,65,Male,Unmarried,Contract Employee,11243373.44,Jalandhar,Punjab,718338,CUAAH8779D,9983298323,gagan75@example.net,Verified - CKYC,20,Rented,2024-12-31
2000244,CIF0002000244,Balhaar Anand,1989-10-21,35,Male,Married,Business Owner,12699566.94,Mumbai,Maharashtra,767033,WEZJS1834X,9601071639,vritti76@example.net,Verified - Branch,10,Company Provided,2024-12-31
